timestamp_ms,state,rawMoist,moist_pct,on_thresh,temp_c,humidity_pct,vpd_kpa,dht_ok,pump_on,water_raw,water_present
497176,PumpOn,387,0.26,0.35,22.0,35.0,1.719,0,1,891,1
498176,PumpOn,386,0.26,0.35,22.0,35.0,1.719,0,1,891,1
499177,PumpOn,387,0.26,0.35,22.0,35.0,1.719,1,1,891,1
500176,PumpOn,386,0.26,0.35,22.0,35.0,1.719,0,1,891,1
501176,PumpOn,386,0.26,0.35,22.0,35.0,1.719,0,1,892,1
502176,PumpOn,386,0.26,0.35,22.0,35.0,1.719,0,1,891,1
503176,PumpOn,386,0.26,0.35,22.0,35.0,1.719,0,1,892,1
504176,PumpOn,387,0.26,0.35,22.0,35.0,1.719,0,1,891,1
505176,PumpOn,387,0.26,0.35,22.0,35.0,1.719,0,1,891,1
506177,PumpOn,387,0.26,0.35,22.0,35.0,1.719,1,1,891,1
507176,PumpOn,386,0.26,0.35,22.0,35.0,1.719,0,1,891,1
508176,PumpOn,386,0.26,0.35,22.0,35.0,1.719,0,1,891,1
509176,PumpOn,386,0.26,0.35,22.0,35.0,1.719,0,1,891,1
510176,PumpOn,387,0.26,0.35,22.0,35.0,1.719,0,1,891,1
511176,PumpOn,387,0.26,0.35,22.0,35.0,1.719,0,1,891,1
512176,PumpOn,387,0.26,0.35,22.0,35.0,1.719,0,1,891,1
513177,PumpOn,387,0.26,0.35,22.0,35.0,1.719,1,1,891,1
514176,PumpOn,386,0.26,0.35,22.0,35.0,1.719,0,1,891,1
515176,PumpOn,384,0.27,0.35,22.0,35.0,1.719,0,1,891,1
516176,PumpOn,385,0.27,0.35,22.0,35.0,1.719,0,1,891,1
517176,PumpOn,386,0.26,0.35,22.0,35.0,1.719,0,1,891,1
518176,PumpOn,386,0.26,0.35,22.0,35.0,1.719,0,1,891,1
519176,PumpOn,386,0.26,0.35,22.0,35.0,1.719,0,1,891,1
520178,PumpOn,385,0.27,0.35,22.0,36.0,1.692,1,1,891,1
521176,PumpOn,385,0.27,0.35,22.0,36.0,1.692,0,1,891,1
522176,PumpOn,385,0.27,0.35,22.0,36.0,1.692,0,1,891,1
523176,PumpOn,385,0.27,0.35,22.0,36.0,1.692,0,1,891,1
524176,PumpOn,386,0.26,0.35,22.0,36.0,1.692,0,1,891,1
525176,PumpOn,385,0.27,0.35,22.0,36.0,1.692,0,1,891,1
526176,PumpOn,385,0.27,0.35,22.0,36.0,1.692,0,1,891,1
527178,PumpOn,385,0.27,0.35,22.0,36.0,1.692,1,1,891,1
528176,PumpOn,386,0.26,0.35,22.0,36.0,1.692,0,1,890,1
529176,PumpOn,387,0.26,0.35,22.0,36.0,1.692,0,1,891,1
530176,PumpOn,387,0.26,0.35,22.0,36.0,1.692,0,1,891,1
531176,PumpOn,386,0.26,0.35,22.0,36.0,1.692,0,1,891,1
532176,PumpOn,386,0.26,0.35,22.0,36.0,1.692,0,1,891,1
533176,PumpOn,386,0.26,0.35,22.0,36.0,1.692,0,1,892,1
534178,PumpOn,387,0.26,0.35,22.0,36.0,1.692,1,1,891,1
535176,PumpOn,385,0.27,0.35,22.0,36.0,1.692,0,1,891,1
536176,PumpOn,386,0.26,0.35,22.0,36.0,1.692,0,1,891,1
537176,PumpOn,385,0.27,0.35,22.0,36.0,1.692,0,1,891,1
538176,PumpOn,387,0.26,0.35,22.0,36.0,1.692,0,1,891,1
539176,PumpOn,390,0.25,0.35,22.0,36.0,1.692,0,1,891,1
540176,PumpOn,392,0.24,0.35,22.0,36.0,1.692,0,1,891,1
541177,PumpOn,390,0.25,0.35,22.0,38.0,1.639,1,1,891,1
542176,PumpOn,391,0.24,0.35,22.0,38.0,1.639,0,1,891,1
543176,PumpOn,391,0.24,0.35,22.0,38.0,1.639,0,1,891,1
1120,WaterLoop,390,0.25,0.35,22.0,50.0,1.322,0,0,891,1
2120,PumpOn,391,0.24,0.35,22.0,50.0,1.322,0,1,892,1
3120,PumpOn,391,0.24,0.35,22.0,50.0,1.322,0,1,891,1
4121,PumpOn,391,0.24,0.35,22.0,37.0,1.666,1,1,891,1
5120,PumpOn,390,0.25,0.35,22.0,37.0,1.666,0,1,892,1
6120,PumpOn,391,0.24,0.35,22.0,37.0,1.666,0,1,891,1
7120,PumpOn,391,0.24,0.35,22.0,37.0,1.666,0,1,892,1
8120,PumpOn,390,0.25,0.35,22.0,37.0,1.666,0,1,892,1
9120,PumpOn,390,0.25,0.35,22.0,37.0,1.666,0,1,891,1
10120,PumpOn,390,0.25,0.35,22.0,37.0,1.666,0,1,892,1
11122,PumpOn,391,0.24,0.35,22.0,36.0,1.692,1,1,891,1
12120,PumpOn,356,0.39,0.35,22.0,36.0,1.692,0,1,890,1
13120,PumpOn,298,0.63,0.35,22.0,36.0,1.692,0,1,890,1
14120,PumpOn,265,0.77,0.35,22.0,36.0,1.692,0,1,890,1
15120,WaterLoop,226,0.94,0.35,22.0,36.0,1.692,0,0,889,1
16120,WaterLoop,214,0.99,0.35,22.0,36.0,1.692,0,0,889,1
17120,WaterLoop,212,1.00,0.35,22.0,36.0,1.692,0,0,889,1
18121,WaterLoop,215,0.98,0.35,22.0,37.0,1.666,1,0,889,1
19120,WaterLoop,217,0.97,0.35,22.0,37.0,1.666,0,0,889,1
20120,WaterLoop,219,0.97,0.35,22.0,37.0,1.666,0,0,889,1
21120,WaterLoop,222,0.95,0.35,22.0,37.0,1.666,0,0,890,1
22120,WaterLoop,222,0.95,0.35,22.0,37.0,1.666,0,0,890,1
23120,WaterLoop,224,0.95,0.35,22.0,37.0,1.666,0,0,889,1
24120,WaterLoop,225,0.94,0.35,22.0,37.0,1.666,0,0,889,1
25121,WaterLoop,226,0.94,0.35,22.0,37.0,1.666,1,0,889,1
26120,WaterLoop,226,0.94,0.35,22.0,37.0,1.666,0,0,889,1
27120,WaterLoop,227,0.93,0.35,22.0,37.0,1.666,0,0,889,1
28120,WaterLoop,228,0.93,0.35,22.0,37.0,1.666,0,0,890,1
29120,WaterLoop,228,0.93,0.35,22.0,37.0,1.666,0,0,890,1
30120,WaterLoop,229,0.92,0.35,22.0,37.0,1.666,0,0,890,1
31120,WaterLoop,228,0.93,0.35,22.0,37.0,1.666,0,0,890,1
32121,WaterLoop,228,0.93,0.35,22.0,37.0,1.666,1,0,890,1
33120,WaterLoop,229,0.92,0.35,22.0,37.0,1.666,0,0,890,1
34120,WaterLoop,230,0.92,0.35,22.0,37.0,1.666,0,0,890,1
35120,WaterLoop,230,0.92,0.35,22.0,37.0,1.666,0,0,890,1
36120,WaterLoop,231,0.92,0.35,22.0,37.0,1.666,0,0,890,1
37120,WaterLoop,231,0.92,0.35,22.0,37.0,1.666,0,0,890,1
38120,WaterLoop,232,0.91,0.35,22.0,37.0,1.666,0,0,890,1
39121,WaterLoop,232,0.91,0.35,22.0,37.0,1.666,1,0,890,1
40120,WaterLoop,232,0.91,0.35,22.0,37.0,1.666,0,0,890,1
41120,WaterLoop,233,0.91,0.35,22.0,37.0,1.666,0,0,890,1
42120,WaterLoop,233,0.91,0.35,22.0,37.0,1.666,0,0,890,1
43120,WaterLoop,234,0.90,0.35,22.0,37.0,1.666,0,0,890,1
44120,WaterLoop,235,0.90,0.35,22.0,37.0,1.666,0,0,890,1
45120,WaterLoop,235,0.90,0.35,22.0,37.0,1.666,0,0,890,1
46121,WaterLoop,235,0.90,0.35,22.0,38.0,1.639,1,0,890,1
47120,WaterLoop,236,0.89,0.35,22.0,38.0,1.639,0,0,890,1
48120,WaterLoop,236,0.89,0.35,22.0,38.0,1.639,0,0,890,1
49120,WaterLoop,237,0.89,0.35,22.0,38.0,1.639,0,0,890,1
50120,WaterLoop,237,0.89,0.35,22.0,38.0,1.639,0,0,890,1
51120,WaterLoop,237,0.89,0.35,22.0,38.0,1.639,0,0,890,1
52120,WaterLoop,237,0.89,0.35,22.0,38.0,1.639,0,0,890,1
53121,WaterLoop,238,0.89,0.35,22.0,38.0,1.639,1,0,890,1
54120,WaterLoop,238,0.89,0.35,22.0,38.0,1.639,0,0,890,1
55120,WaterLoop,239,0.88,0.35,22.0,38.0,1.639,0,0,890,1
56120,WaterLoop,239,0.88,0.35,22.0,38.0,1.639,0,0,890,1
57120,WaterLoop,239,0.88,0.35,22.0,38.0,1.639,0,0,890,1
58120,WaterLoop,240,0.88,0.35,22.0,38.0,1.639,0,0,890,1
59120,WaterLoop,240,0.88,0.35,22.0,38.0,1.639,0,0,890,1
